name,customer_name,alias,customer_type,customer_group,territory,payment_terms,default_currency,tax_id,primary_address,customer_primary_contact,disabled
KH-00001,CÔNG TY TNHH ACE PHÁT TÀI,ACE PHAT TAI,Company,,Việt Nam,,VND,,"Thôn Đỗ Thượng, Xã Ân Thi, Tỉnh Hưng Yên, Việt Nam",,0
KH-00002,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI ACOTA,ACOTA,Company,,Việt Nam,,VND,0700920852,"Tổ dân phố Đông Hải, Phường Duy Hà, Ninh Bình",,0
KH-00003,Công ty TNHH TM & DV MTV ANH PHÚC,AKA,Company,,Việt Nam,,VND,,"TDP Đức Liễn, Phường Việt Yên, tỉnh Bắc Ninh",,0
KH-00004,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI ĐIỆP ĐỨC,ANDARD,Company,,Việt Nam,,VND,,"KCN hải Hưng , Ninh Bình",,0
KH-00005,CÔNG TY TNHH TIỆP ANH HƯƠNG,ANHHUONG,Company,,Việt Nam,,VND,0601296785,"Thôn An Hạ, Xã Vũ Dương, Ninh Bình",,0
KH-00006,CÔNG TY TNHH DV TM TRANG THIẾT BỊ Y TẾ BĂNG AN PRO,AN PRO,Company,,Việt Nam,,VND,4101609035,"Nhơn Sơn, Xã Kim Sơn, Gia Lai",,0
KH-00007,CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI AN SINH LỘC,ANSINHLOC,Company,,Việt Nam,,VND,,"Thôn Đôn Thư, xã Trường Tân, TP Hải Phòng",,0
KH-00008,CÔNG TY TNHH ARIX VIỆT NAM,ARIX VN,Company,,Việt Nam,,VND,0319158880,"Số 51 đường 10, Khu dân cư Sông Đà, Khu phố 57, Phường Hiệp Bình, TP Hồ Chí Minh",,0
KH-00009,CÔNG TY CỔ PHẦN DƯỢC - THIẾT BỊ Y TẾ ÂU MỸ,AU MY,Company,,Việt Nam,,VND,0106048844,"Số 39 liền kề I, khu đô thị mới An Hưng, Phường Dương Nội, TP Hà Nội",,0
KH-00010,CÔNG TY TNHH MỸ PHẨM AVATAR VIỆT NAM,AVATAR VN,Company,,Việt Nam,,VND,,"Thừa đất số 1007, tờ bản đồ số 1, ấp 2, xã Long Cang, Tỉnh Tây Ninh, Việt Nam",,0
KH-00011,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ XNK AZ88,AZ88,Company,,Việt Nam,,VND,,"361/60/70D Nguyễn Thị Sáng, Ấp 43, Xã Đông Thạnh, TP. Hồ Chí Minh",,0
KH-00012,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT AZENKA,AZENKA,Company,,Việt Nam,,VND,,"76/11 Ấp 1 ,Xã Bà Điểm ,TP Hồ Chí Minh",,0
KH-00013,CÔNG TY CỔ PHẦN SX TM KSC VIỆT NAM,BELLA,Company,,Việt Nam,,VND,,"33/1 Nguyễn Văn Cừ, Chánh Mỹ, Thủ Dầu Một, Bình Dương",,0
KH-00014,CÔNG TY TNHH FASTER & BIGGER,BIGGER,Company,,Việt Nam,,VND,3703438184,"E1-12 khu đô thị Thịnh Gia, Tổ 8, Khu phố 4, Phường Hòa Lợi, TP Hồ Chí Minh",,0
KH-00015,CÔNG TY TNHH ZEUS TECHNOLOGY,BLUUM,Company,,Việt Nam,,VND,0316407289,"Tầng 2, Số 21 Đường Võ Trường Toản, Phường An Khánh, TP Hồ Chí Minh",,0
KH-00016,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI PHÁT BẢO NGỌC,BM CROWN MY,Company,,Việt Nam,,VND,,"tổ 9, ấp Suối Dập, xã Thái Bình, huyện Châu Thành, tỉnh Tây Ninh",,0
KH-00017,Nguyễn Thị Xuân Mỹ,CAFE HUONGMY,Company,,Việt Nam,,VND,066163002488,"545 Hùng Vương, Phường Buôn Hồ, Đắk Lắk",,0
KH-00018,CÔNG TY CỔ PHẦN QUỐC TẾ CARA,CARA,Company,,Việt Nam,,VND,,"Số 216 Nguyễn Hữu Cảnh , Phường Quảng Phú ,Tỉnh Thanh Hóa",,0
KH-00019,CÔNG TY CP ĐÀU TƯ LIÊN DOANH SX HÓA MỸ PHẨM CAO CẤP  VIỆT NHẬT,CC VIET NHAT,Company,,Việt Nam,,VND,,"Số 2 ngõ 250/8 phố Tân Mai, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",,0
KH-00020,HỘ KINH DOANH NGUYỄN THỊ XUÂN MỸ,CFHUONGMY,Individual,,Việt Nam,,VND,,"545 Hùng Vương, Phường Buôn Hồ, Tỉnh Đắk Lắk",,0
KH-00021,CÔNG TY CỔ PHẦN CHAN FOOD,CHANFOOD,Company,,Việt Nam,,VND,,"68 Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",,0
KH-00022,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI CHÂU LONG,CHAU LONG,Company,,Việt Nam,,VND,2500641615,"Khu HC 2, Phường Vĩnh Phúc, Phú Thọ",,0
KH-00023,chị Mỹ Ngọc,CHERRY,Individual,,Việt Nam,,VND,,"quán Thỏ, khu sao mai, đối diện nhà trọ út phiến, tịnh biên, an giang",,0
KH-00024,CÔNG TY TNHH THƯƠNG MẠI - XNK T&Đ VIỆT NAM,CHOOSE ME,Company,,Việt Nam,,VND,,"Hòa Phú, Phú Cát, Quốc Oai, Thành phố Hà Nội",,0
KH-00025,CÔNG TY CỔ PHẦN NÔNG NGHIỆP CÔNG NGHỆ CAO BẢO THY GIA LAI,CHUOI BAOTHY,Company,,Việt Nam,,VND,5901088016,"689 Lê Duẩn, Xã Chư á, Thành phố  Pleiku, Tỉnh Gia Lai",,0
KH-00026,CÔNG TY TNHH TM DV SX CICI VIỆT NAM,CICI,Company,,Việt Nam,,VND,,"Thạnh Lộc 37 , Phường An Phú Đông ,Tp Hcm",,0
KH-00027,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI NHAN GIA PHÁT,CLEANS,Company,,Việt Nam,,VND,,"85/15A Nguyễn Hữu Dật, P. Tây Thạnh, Q. Tân Phú",,0
KH-00028,Tiền cọc tiền hàng của CÔNG TY CỔ PHẦN DS COSMETIC,DS COSMETIC,Company,,Việt Nam,,VND,,"Số 11A, đường Lê Văn Tách, khu phố Bình Đường 1, Phường An Bình, Thành phố Dĩ An, Bình Dương",,1
KH-00029,CÔNG TY CỔ PHẦN TRUYỀN THÔNG Y HỌC CỔ TRUYỀN VIỆT NAM,COTRUYENVN,Company,,Việt Nam,,VND,0106146094,"NR: Ông Trần Văn Quyết, xóm 10, thôn Đức Lân, Xã Văn Môn, Bắc Ninh",,0
KH-00030,Nhân viên công ty VP,CTVP,Company,,Việt Nam,,VND,,,,0
KH-00031,CÔNG TY TNHH SX VÀ TMDV CƯỜNG NGUYỄN,CUONGNGUYEN,Company,,Việt Nam,,VND,3200756631,"Thôn Nam Xuân Đức, Xã Lao Bảo, Quảng Trị",,0
KH-00032,CƠ SỞ ĐẠI NGUYÊN,ĐAI NGUYEN,Individual,,Việt Nam,,VND,,Thôn làng như . Xã thượng hồng .thành phố Hải PhònG,,0
KH-00033,CÔNG TY TNHH HÓA PHẨM ĐĂNG KHOA,DANG KHOA,Company,,Việt Nam,,VND,2401066900,"Thôn Dĩnh Lục 2, Xã Tân Dĩnh, Bắc Ninh",,0
KH-00034,CÔNG TY TNHH DANY VIỆT NAM,DANYVIETNAM,Company,,Việt Nam,,VND,0316655482,"Số 7 Đường số 10, Khu phố 2, Phường Long Trường, TP Hồ Chí Minh",,0
KH-00035,CÔNG TY TNHH SẢN XUẤT & THƯƠNG MẠI ANH LÂM,DEGO,Company,,Việt Nam,,VND,3002273294,"Thôn Tân Giang, Xã Kỳ Anh, Tỉnh Hà Tĩnh",,0
KH-00036,Công ty cổ phần dược mỹ phẩm và thời trang ONA,DHI,Company,,Việt Nam,,VND,,"LKB01, khu đô thị 379 Phan Bá Vành, Phường Trần Hưng Đạo, Tỉnh Hưng Yên",,0
KH-00037,CÔNG TY TNHH DL SWEETS,DL SWEETS,Company,,Việt Nam,,VND,,"2064 Phạm Thế Hiển, Phường Bình Đông, Thành phố Hồ Chí Minh",,0
KH-00038,CÔNG TY TNHH MAI HOA ĐÔNG DƯƠNG,DONGDUONG,Company,,Việt Nam,,VND,,"12 Láng Cát, Tân Hải, TX Phú Mỹ, Tỉnh Bà Rịa Vũng Tàu, Việt Nam",,0
KH-00039,CÔNG TY TNHH SAHAKA VIỆT NAM,DPCLEAN,Company,,Việt Nam,,VND,,"40 đường 9, khu phố 3, Phường Phước Long, TP Hồ Chí Minh, Việt Nam",,0
KH-00040,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ DPDG,DPDG,Company,,Việt Nam,,VND,2902223015,"Xóm 11, Xã Hùng Châu, Nghệ An",,0
KH-00041,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG ĐỨC HIỀN,DUCHIEN,Company,,Việt Nam,,VND,3502532814,"Số 78/81 Đường Đô Lương, Phường Phước Thắng, TP Hồ Chí Minh",,0
KH-00042,TỔNG KHO PHÂN PHỐI ĐỨC HOÀN,DUCHOAN,Company,,Việt Nam,,VND,,"thôn Vân Tra, xã An Đồn,Huyện An Dương, TP. Hải phòng",,0
KH-00043,HỘ KINH DOANH NGUYỄN THỊ THÚY,DUMAN,Individual,,Việt Nam,,VND,,"Khu phố Doãn Thượng, phường Xuân Lâm, thị xã Thuận Thành, tỉnh Bắc Ninh, Việt Nam",,0
KH-00044,CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI DỊCH VỤ DƯƠNG NGỌC ANH,DUONGNGOCANH,Company,,Việt Nam,,VND,3702531448,"1A2/172 tổ 2, đường DA8, khu phố Hòa Lân 2, Phường Thuận Giao, TP Hồ Chí Minh",,0
KH-00045,CÔNG TY TNHH DƯƠNG PHÁT HT,DUONGPHATHT,Company,,Việt Nam,,VND,3002283278,"Số nhà 03, ngõ 2, đường 19/8, Xã Thạch Hà, Hà Tĩnh",,0
KH-00046,HỘ KINH DOANH FIVE STARS,FAMBAM,Individual,,Việt Nam,,VND,,"K182/1 Hoàng Diệu, Phường Hải Châu II, Quận Hải Châu, TP. HCM",,0
KH-00047,CÔNG TY TNHH THƯƠNG MẠI VÀ THIẾT BỊ STECH VINA,FAMILY,Company,,Việt Nam,,VND,,"243/33/37 Mã Lò, Phường Bình Trị Đông, TP. Hồ Chí MinH",,0
KH-00048,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU FANI,FANI,Company,,Việt Nam,,VND,0109722010,"Đường 16, Thôn Đông, Xã Sóc Sơn, TP Hà Nội",,0
KH-00049,CÔNG TY TNHH sản xuất & thương mại mai khiết,FENKUN,Company,,Việt Nam,,VND,,"tổ 2 khóm Tân Hiệp A, thị trấn Óc Eo, huyện Thoại Sơn, tỉnh An Giang",,0
KH-00050,CÔNG TY CỔ PHẦN CARITAS FRUITS,FRUITS,Company,,Việt Nam,,VND,,"Tầng 14, Toà nhà HM Town, Số 412 Đường Nguyễn Thị Minh Khai, Phường Bàn Cờ, TP Hồ Chí Minh, Việt Nam",,1
KH-00051,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI PHƯỢNG TOÀN,FUTANIC,Company,,Việt Nam,,VND,,"33 Nguyễn Khả Trạc, Hòa Châu, Hòa Vàng, Đà Nẵng",,0
KH-00052,CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI DỊCH VỤ HOÀNG GIA HUY,GIA HUY,Company,,Việt Nam,,VND,,"73 Đường Bàu Cát 3, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh",,0
KH-00053,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI G.N.A,GNA,Company,,Việt Nam,,VND,3703297550,"Thửa đất số 610, 693, tờ bản đồ số 50, 47, Tổ 1, Đường Khánh Bình 60, Khu phố Bình Chánh Đông, Phường Tân Hiệp, TP Hồ Chí Minh",,0
KH-00054,CÔNG TY CỔ PHẦN HOÀNG ANH PHÚ,GOOD CARE,Company,,Việt Nam,,VND,0106386882,"Số 43, ngõ 140, đường Ngọc Thụy, Phường Bồ Đề, TP Hà Nội",,0
KH-00055,NGUYỄN THỊ KIM LAN,GOOD WIFE,Company,,Việt Nam,,VND,,,,0
KH-00056,CÔNG TY TNHH THƯƠNG MẠI DƯỢC HÓA MỸ PHẨM GREEN PRO,GREENPRO,Company,,Việt Nam,,VND,,"Xóm Ngũ Lộc , Hưng Lộc , TP Vinh , Tỉnh Nghệ An",,0
KH-00057,CÔNG TY TNHH SX - TM - XNK GST GROUP,GSTGROUP,Company,,Việt Nam,,VND,0318883050,"77A đường Đông Thạnh 4-2, ấp 40, Xã Đông Thạnh, TP Hồ Chí Minh",,0
KH-00058,CÔNG TY TNHH HAEJU FARM,HAEJU FARM,Company,,Việt Nam,,VND,1101837420,"Lô C4a-1, Đường Dọc 2, Khu công nghiệp Phú An Thạnh, Xã Bến Lức, Tây Ninh",,0
KH-00059,CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT DỊCH VỤ THƯƠNG MẠI TRẦN HẢI LÂM,HAI LAM,Company,,Việt Nam,,VND,1801827957,"8/28 Sông Hậu, Khu vực 3, Trần Phú, Phường Cái Khế, TP Cần Thơ",,0
KH-00060,CÔNG TY TNHH HẢI MINH LD,HAIMINHLD,Company,,Việt Nam,,VND,5801570963,"Hẻm 532, Đường Vòng Lâm Viên, Phường Lâm Viên - Đà Lạt, Lâm Đồng",,0
KH-00061,CÔNG TY TNHH DƯỢC MỸ PHẨM HAPPY LIFE,HAPPY LIFE,Company,,Việt Nam,,VND,0601194832,"Một phần  lô 13+14 cụm công nghiệp An Xá giai đoạn 2, Phường Thành Nam, Ninh Bình",,0
KH-00062,CÔNG TY CỔ PHẦN HẠT VÀ GIA VỊ,HAT & GIA VI,Company,,Việt Nam,,VND,0315161466,"1306/8 Đường Quang Trung, Phường An Hội Tây, TP Hồ Chí Minh",,0
KH-00063,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI & ĐẦU TƯ HATHI,HATHI,Company,,Việt Nam,,VND,0317748330,"182/28E Lê Văn Sỹ, Phường Phú Nhuận, TP Hồ Chí Minh",,0
KH-00064,CÔNG TY CỔ PHẦN MỸ PHẨM HAZEL COSMETIC,HAZEL COSMETIC,Company,,Việt Nam,,VND,1101860765,"Nhà xưởng C-5, Lô G6, G7, G8, G9 Đường N3, Khu công nghiệp Đông Nam, Xã Bình Mỹ, TP Hồ Chí Minh",,0
KH-00065,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI HITRACO,HITRACO,Company,,Việt Nam,,VND,1602186427,"Số 41/13 Trần Quý Khoáng, Khóm Đông Phú, Phường Long Xuyên, An Giang",,0
KH-00066,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ LÊ TRIẾT,HITRACO3,Company,,Việt Nam,,VND,0318733640,"Số 12 đường 270D, Phường Phước Long, TP Hồ Chí Minh",,0
KH-00067,HỘ KINH DOANH CƠ SỞ SẢN XUẤT HOA NI,HOA NI,Individual,,Việt Nam,,VND,066090017130,"Thôn 5, Xã Ea Kly, Đắk Lắk",,0
KH-00068,CÔNG TY TNHH HÀNG TIÊU DÙNG BÌNH MINH VIỆT NAM,HOMEMY,Company,,Việt Nam,,VND,,"95 thạnh xuân 52, p thạnh xuân, quận 12",,0
KH-00069,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOMEZY,HOMEZY,Company,,Việt Nam,,VND,1501164748,"401F Phước Lợi, Xã Bình Phước, Vĩnh Long",,0
KH-00070,CÔNG TY TNHH SX TM HỒNG GIA PHÁT,HONG GIA PHAT,Company,,Việt Nam,,VND,0317535445,"39/4C Đường Võ Thị Hồi, Xã Xuân Thới Sơn, Thành phố Hồ Chí Minh",,0
KH-00071,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI VÀ SẢN XUẤT HP GROUP,HP GROUP,Company,,Việt Nam,,VND,1602215974,"Ấp Long Hoà 1, Xã Long Kiến, An Giang",,0
KH-00072,Công ty Cổ Phần Đầu Tư Thương Mại & Sản Xuất HT Group,HTGROUP,Company,,Việt Nam,,VND,,"147 đường Xô Viết Nghệ Tĩnh, Tổ Dân Phố 1, Thị trấn Xuân An, huyện Nghi Xuân,  tỉnh Hà Tĩnh",,0
KH-00073,CÔNG TY CP PHÚC HƯNG PHÚC,HUNGPHUC,Company,,Việt Nam,,VND,,"Tổ 15, ấp 5, xã Xuân Hòa, tỉnh Đồng Nai",,0
KH-00074,CÔNG TY TNHH SẢN XUẤTDỊCH VỤ THƯƠNG MẠI HƯNG THỊNH PHÁT,HUNG THINH PHAT,Company,,Việt Nam,,VND,,"Thôn Trại Giếng, Xã Hội Thịnh, Tỉnh Phú Thọ",,0
KH-00075,CÔNG TY TNHH CHĂM SÓC SỨC KHỎE HUY HOÀNG,HUY HOANG,Company,,Việt Nam,,VND,,"thôn Thu Lăng, xã Cẩm Giàng, TP Hải Phòng",,0
KH-00076,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI HUY NGA,HUY NGA,Company,,Việt Nam,,VND,,"168 đường 30/4 khóm 2, Phường 1, TX.Vĩnh Châu, Tỉnh Sóc Trăng",,0
KH-00077,HỘ KINH DOANH THẾ KỶ VÀNG,HYGIENE-TKV,Individual,,Việt Nam,,VND,8876770115-001,"439/13/10 Hồ Học Lãm, Phường An Lạc, TP Hồ Chí Minh",,0
KH-00078,CÔNG TY TNHH HYO SKIN AND LAB,HYO CLEAN,Company,,Việt Nam,,VND,1602158853,"Số 26, Đường số 5, Khu Tây Sông Hậu, Phường Long Xuyên, Tỉnh An Giang",,0
KH-00079,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT A A A HYGIENE,IIYGIENE,Company,,Việt Nam,,VND,,"B1/12A, Ấp2 ,Xã Bình Lợi ,Tphcm",,0
KH-00080,Nhựa Hà Linh,INLUA HA LINH,Company,,Việt Nam,,VND,,"Lô B2, 26-27 đường số 3, KCN Tân Đông Hiệp B, Dĩ An, Bình Dương",,0
KH-00081,CÔNG TY TNHH THƯƠNG MẠI H&H,INNGO,Company,,Việt Nam,,VND,,"số 02, ngõ 94, tổ dân phố Đàm Khánh Tây, Phường Yên Thắng, tỉnh Ninh Bình",,0
KH-00082,Công ty TNHH Sản Xuất Thương Mại KVO Hạnh Phúc,IWA KURA,Company,,Việt Nam,,VND,,"Thôn Kim Đậu , Xã Nam An Phụ , Thành phố Hải Phòng , Việt Nam",,0
KH-00083,JieJie’s Kitchen Campuchia,JIEJIE,Company,,Việt Nam,,VND,,"214/30 Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",,0
KH-00084,CÔNG TY TNHH THƯƠNG MẠI THỰC PHẨM JMC,JMC,Company,,Việt Nam,,VND,,"18-20 Đường số 6, KP 4, Phường Hiệp Bình,Thành Phố Hồ Chí Minh",,0
KH-00085,CÔNG TY TNHH SH HEALTH,KANG MAY,Company,,Việt Nam,,VND,,"THÔN TIẾN HÓA , XÃ KIM PHÚ,TỈNH QUẢNG TRỊ",,0
KH-00086,CÔNG TY TNHH XUẤT NHẬP KHẨU KẾT NÔNG,Xuất Nhập Khẩu KẾT Nông,Company,,Việt Nam,,VND,0315006943,"119/83 Nguyễn Thị Tần, Phường 2, Quận 8, TP Hồ Chí Minh",,0
KH-00087,CÔNG TY TNHH NHỰA KHẢI VIỆT,Nhựa Khải Việt,Company,,Việt Nam,,VND,1101781947,"898Đ Đường tỉnh 826, ấp 2, Xã Tân Trạch, Huyện Cần Đước, Long An",,0
KH-00088,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI SẢN XUẤT TRÀ CÀ PHÊ PHÚC THỊNH,TRÀ CÀ PHÊ Phúc Thịnh,Company,,Việt Nam,,VND,0308992614,"86-88 Đường Số 8, Khu phố 8, Phường Bình Hưng Hòa, Quận Bình Tân, TP Hồ Chí Minh",,0
KH-00089,CÔNG TY TNHH DỊCH VỤ - THƯƠNG MẠI - SẢN XUẤT GALAXY MEDICAL,SẢN Xuất GALAXY MEDICAL,Company,,Việt Nam,,VND,0310943082,"120 Đường 27, Phường Bình Trị Đông B, Quận Bình Tân, TP Hồ Chí Minh",,0
KH-00090,CÔNG TY TNHH ĐÔNG THANH CÀN LONG,Đông THANH CÀN LONG,Company,,Việt Nam,,VND,3703233606,"Số 49 Đường N3, Khu nhà ở An Phú, Khu phố 1B, Phường An Phú, Thành phố Thuận An, Bình Dương",,0
KH-00091,CÔNG TY TNHH FISHY VIỆT NAM,FISHY Việt NAM,Company,,Việt Nam,,VND,0314413826,"Số 621/1 Quốc Lộ 1A, Khu phố 3, Phường Linh Xuân, Thành phố Thủ Đức, TP Hồ Chí Minh",,0
KH-00092,CÔNG TY CỔ PHẦN BỆNH VIỆN VẠN AN 1,Bệnh Viện VẠN AN 1,Company,,Việt Nam,,VND,1101444317,"số 352 tuyến tránh quốc lộ 1, ấp 4, Xã Hướng Thọ Phú, Thành phố Tân An, Long An",,0
KH-00093,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI QUỐC TẾ THT PHÚ QUỐC,MẠI Quốc TẾ THT PHÚ Quốc,Company,,Việt Nam,,VND,1702284989,"Tổ 1 ấp Suối Lớn, Xã Dương Tơ, Thành phố Phú Quốc, Kiên Giang",,0
KH-00094,CÔNG TY TNHH ENZY FOOD,ENZY FOOD,Company,,Việt Nam,,VND,0402035066,"Lô D Đường số 4, Khu công nghiệp Hòa Khánh, Phường Hoà Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",,0
KH-00095,CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT THƯƠNG MẠI GÓC XANH,Xuất Thương MẠI GÓC XANH,Company,,Việt Nam,,VND,0312385154,"Thôn Phước Sơn, Xã Phước Đồng, Thành phố Nha Trang, Khánh Hòa",,0
KH-00096,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SURI & ELLA,MẠI Dịch VỤ SURI & ELLA,Company,,Việt Nam,,VND,0317715952,"85 Tân Cảng, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh",,0
KH-00097,CÔNG TY TNHH THƯƠNG MẠI JNS VIỆT NAM,Thương MẠI JNS Việt NAM,Company,,Việt Nam,,VND,1101826066,"Số 202B, Đường tỉnh 830C, ấp 3, Xã Lương Hoà, Tỉnh Tây Ninh, Việt Nam.",,0
KH-00098,CÔNG TY CỔ PHẦN DINH DƯỠNG QUỐC TẾ PHARMA ASIA,Dưỡng Quốc TẾ PHARMA ASIA,Company,,Việt Nam,,VND,0315886127,"207 Nhị Bình 3, Xã Nhị Bình, Huyện Hóc Môn, TP Hồ Chí Minh",,0
KH-00099,HỘ KINH DOANH LÊ TUẤN ANH,HỘ KINH DOANH LÊ Tuấn ANH,Individual,,Việt Nam,,VND,33A8016360,"Tổ 10, Thôn Vĩnh Bình, Xã tam Thăng, Thành phố Tam Kỳ,  Quảng Nam",,0
KH-00100,CÔNG TY CỔ PHẦN NÔNG NGHIỆP CÔNG NGHỆ CAO HƯNG SƠN,Công Nghệ CAO Hưng SƠN,Company,,Việt Nam,,VND,5901126409,"689 Lê Duẩn, Xã Chư á, Thành phố  Pleiku, Gia Lai",,0
KH-00101,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ AHA FRESH,MẠI Dịch VỤ AHA FRESH,Company,,Việt Nam,,VND,0318736761,"Số 77 Đường số 2, Phường Bình Hưng Hòa B, Quận Bình Tân, TP Hồ Chí Minh",,0
KH-00102,CÔNG TY TNHH HÓA MỸ PHẨM BBT VIỆT NAM,HÓA MỸ Phẩm BBT Việt NAM,Company,,Việt Nam,,VND,0109407234,"Thôn Thắng Lợi, Xã Phú Minh, Huyện Sóc Sơn, Hà Nội",,0
KH-00103,CÔNG TY TNHH PAVE GLACE,PAVE GLACE,Company,,Việt Nam,,VND,0317207691,"98 Đường 65 Khu định cư Tân quy Đông, Phường Tân Phong, Quận 7, TP Hồ Chí Minh",,0
KH-00104,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH      VỤ HÓA MỸ PHẨM THIÊN LỘC THÀNH,MỸ Phẩm Thiên LỘC Thành,Company,,Việt Nam,,VND,,"127/39 Đường TA13, Phường Thới An, Quận 12, TP. Hồ Chí Minh",,0
KH-00105,HỘ KINH DOANH ĐẶNG DIỀU TÂM,KINH DOANH Đặng Diều TÂM,Individual,,Việt Nam,,VND,,"50/77 Nguyễn Quý Yêm, Phường An Lạc, Quận Bình Tân, TP Hồ Chí Minh",,0
KH-00106,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI CHẾ BIẾN THỰC PHẨM DINH DƯỠNG MEGA,Thực Phẩm DINH Dưỡng MEGA,Company,,Việt Nam,,VND,0314028133,"257 Đường An Phú Đông 3, Khu phố 5, phường An Phú Đông, Quận 12, TP Hồ Chí Minh",,0
KH-00107,CÔNG TY CỔ PHẦN EZ COSMETIC VIỆT NAM - CHI NHÁNH LONG AN,EZ LONG AN,Company,,Việt Nam,,VND,0312378238-004,"Nhà xưởng K2-3, KCN Tân Kim Mở Rộng, Thị trấn Cần Giuộc, Huyện Cần Giuộc, Long An",,0
KH-00108,CÔNG TY TNHH TM DV NGA PHÁT FOOD,NGA Phát FOOD,Company,,Việt Nam,,VND,3702938265,"Thửa đất số 306, Tờ bản đồ số 17, Khu phố Phú Thọ, Phường Phú Chánh, Thành phố Tân Uyên, Bình Dương",,0
KH-00109,CÔNG TY TNHH DỊCH VỤ TỔNG HỢP QUANG ĐẠI PHÁT,Tổng HỢP QUANG ĐẠI Phát,Company,,Việt Nam,,VND,1102008659,"ấp Mới 2, Xã Mỹ Hạnh Nam, Huyện Đức Hoà, Long An",,0
KH-00110,CÔNG TY TNHH SXTM VÀ DỊCH VỤ HÙNG PHÁT,VÀ Dịch VỤ Hùng Phát,Company,,Việt Nam,,VND,2601055409,"Phòng 405, tầng 4, tòa nhà Ocean Park, Số 1, Đào Duy Anh, Phường Phương Mai, Quận Đống đa, Hà Nội",,0
KH-00111,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ HƯƠNG MỸ,MẠI VÀ Dịch VỤ Hương MỸ,Company,,Việt Nam,,VND,6001509016,"Tổ dân phố 2, Phường Đoàn Kết, Thị xã Buôn Hồ, Đắk Lắk",,0
KH-00112,CÔNG TY TNHH MỘT THÀNH VIÊN HÓA MỸ PHẨM WELL,Viên HÓA MỸ Phẩm WELL,Company,,Việt Nam,,VND,1602189178,"Tổ 8, ấp Trung Phú 2, Xã Vĩnh Phú, Huyện Thoại Sơn, An Giang",,0
KH-00113,CÔNG TY CP THƯƠNG MẠI VÀ ĐẦU TƯ NGUYỄN HOLDINGS,VÀ ĐẦU TƯ Nguyễn HOLDINGS,Company,,Việt Nam,,VND,5901189511,"689 Lê Duẩn, Xã Chư á, Thành phố  Pleiku, Gia Lai",,0
KH-00114,CÔNG TY TNHH TMDV QUẢNG CÁO HOÀNG TIẾN,Quảng CÁO Hoàng Tiến,Company,,Việt Nam,,VND,,"513/20 phạm văn bạch, P. tân sơn, tphcm",,0
KH-00115,CÔNG TY TNHH PET UNIVERSE,PET UNIVERSE,Company,,Việt Nam,,VND,0314549979,"D20/530A Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, TP Hồ Chí Minh",,0
