item_code,item_name,custom_alias,item_group,stock_uom,brand,default_material_request_type,standard_rate,min_order_qty,safety_stock,disabled,is_stock_item,is_sales_item,is_purchase_item,custom_structure_layers,custom_thickness_mic,custom_film_width_mm,custom_pouch_width_mm,custom_pouch_length_mm,custom_gusset_mm,custom_cut_length_mm,custom_print_tech,custom_accessory_spec,custom_cylinder_item,custom_cylinder_code,custom_cylinder_length_mm,custom_cylinder_circ_mm,custom_cylinder_qty,custom_cylinder_location,description
NGCS-00005,TÚI NGCS LOẠI LỚN XANH DƯƠNG QUYẾN RŨ,NGCS Lớn Xanh,Túi Nước Giặt Có Sẵn (NGCS),Túi,,Manufacture,0,0,0,0,1,1,0,,0,0,0,0,0,0,In lụa,Vòi 16mm,,,0,0,0,,
NGCS-00006,TÚI NGCS LOẠI LỚN TÍM QUYẾN RŨ,NGCS Lớn Tím,Túi Nước Giặt Có Sẵn (NGCS),Túi,,Manufacture,0,0,0,0,1,1,0,,0,0,0,0,0,0,In lụa,Vòi 16mm,,,0,0,0,,
NGCS-00007,TÚI NGCS THÁI LAN XANH DƯƠNG HOA HỒNG,NGCS Nhỏ Xanh HH,Túi Nước Giặt Có Sẵn (NGCS),Túi,,Manufacture,0,0,0,0,1,1,0,,0,0,0,0,0,0,In lụa,Vòi 16mm,,,0,0,0,,
NGCS-00008,TÚI NGCS THÁI LAN ĐEN CÔ GÁI,NGCS Nhỏ Đen CG,Túi Nước Giặt Có Sẵn (NGCS),Túi,,Manufacture,0,0,0,0,1,1,0,,0,0,0,0,0,0,In lụa,Vòi 16mm,,,0,0,0,,
NGCS-00009,TÚI NGCS THÁI LAN VÀNG CÔ GÁI,NGCS Nhỏ Vàng CG,Túi Nước Giặt Có Sẵn (NGCS),Túi,,Manufacture,0,0,0,0,1,1,0,,0,0,0,0,0,0,In lụa,Vòi 16mm,,,0,0,0,,
NGCS-00010,TÚI NGCS THÁI LAN TRẮNG HOA HỒNG,NGCS Nhỏ Trắng HH,Túi Nước Giặt Có Sẵn (NGCS),Túi,,Manufacture,0,0,0,0,1,1,0,,0,0,0,0,0,0,In lụa,Vòi 16mm,,,0,0,0,,
NGCS-00011,TÚI NGCS MẪU MỚI TÍM,NGCS Trung Tím,Túi Nước Giặt Có Sẵn (NGCS),Túi,,Manufacture,0,0,0,0,1,1,0,,0,0,0,0,0,0,In lụa,Vòi 16mm,,,0,0,0,,
NGCS-00012,TÚI NGCS MẪU MỚI HỒNG,NGCS Trung Hồng,Túi Nước Giặt Có Sẵn (NGCS),Túi,,Manufacture,0,0,0,0,1,1,0,,0,0,0,0,0,0,In lụa,Vòi 16mm,,,0,0,0,,
NGCS-00013,TÚI NGCS LOẠI LỚN XANH DƯƠNG ĐAM MÊ (HOA HỒNG),NGCS Lớn Xanh HH,Túi Nước Giặt Có Sẵn (NGCS),Túi,,Manufacture,0,0,0,0,1,1,0,,0,0,0,0,0,0,In lụa,Vòi 16mm,,,0,0,0,,
NGCS-00014,TÚI TRƠN KHÔNG IN,Túi Trơn,Túi Nước Giặt Có Sẵn (NGCS),Túi,,Manufacture,0,0,0,0,1,1,0,,0,0,0,0,0,0,Không in,Hàn kín,,,0,0,0,,
TP-00011,TÚI NƯỚC GIẶT BABA 3.6KG,BABA 3.6KG,Túi Màng Ghép Đặt Riêng,Túi,BABA,Manufacture,6759,0,0,0,1,1,0,PET/MPET/PA/LLDPE-Trong,230,0,280,380,140,0,In trục ống đồng,Vòi 16mm,,,0,0,0,,
TP-00012,TÚI KEO DÁN GẠCH SUPERGEO 5L,SUPERGEO 5L,Túi Màng Ghép Đặt Riêng,Túi,SUPERGEO,Manufacture,9685,0,0,0,1,1,0,PET/PA/PA/LLDPE-Sữa,240,0,320,340,140,0,In trục ống đồng,Vòi 16mm,,,0,0,0,,
TP-00013,TÚI NƯỚC GIẶT LAMY VÀNG 2KG,LAMY Vàng 2KG,Túi Màng Ghép Đặt Riêng,Túi,LAMY,Manufacture,5056,0,0,0,1,1,0,PET/MPET/PA/LLDPE,200,0,240,320,12,0,In trục ống đồng,Vòi 16mm,,,0,0,0,,
TP-00014,TÚI NƯỚC GIẶT LAMY XANH 2KG,LAMY Xanh 2KG,Túi Màng Ghép Đặt Riêng,Túi,LAMY,Manufacture,5056,0,0,0,1,1,0,PET/MPET/PA/LLDPE,200,0,240,320,12,0,In trục ống đồng,Hàn kín,,,0,0,0,,
TP-00015,TÚI NƯỚC GIẶT CHLOELY 2L,CHLOELY 2L,Túi Màng Ghép Đặt Riêng,Túi,CHLOELY,Manufacture,5074,0,0,0,1,1,0,,210,0,240,300,140,0,In trục ống đồng,Vòi 16mm,,,0,0,0,,
TP-00017,TÚI NƯỚC GIẶT SOFIA 2L,SOFIA 2L,Túi Màng Ghép Đặt Riêng,Túi,SOFIA,Manufacture,5537,0,0,0,1,1,0,,0,0,240,300,140,0,In trục ống đồng,Hàn kín,,,0,0,0,,
TP-00018,TÚI HẠT ĐẬU DINH DƯỠNG SKX,SKX Đậu DD,Túi Màng Ghép Đặt Riêng,Túi,SKX,Manufacture,1290,0,0,0,1,1,0,OPP/PE,160,0,160,235,0,0,In trục ống đồng,Hàn kín,,,0,0,0,,
TMD-00001,Túi HD Sữa Quai Thỏ 30x50,HD Quai Thỏ 30x50,Túi Màng Đơn,Kg,,Purchase,55000,0,0,0,1,1,1,,0,0,300,500,0,0,In lụa,Hàn kín,,,0,0,0,,
TMD-00002,Túi HD Sữa Quai Thỏ 26x43,HD Quai Thỏ 26x43,Túi Màng Đơn,Kg,,Purchase,55000,0,0,0,1,1,1,,0,0,260,430,0,0,In lụa,Hàn kín,,,0,0,0,,
TMD-00003,Túi HD Sữa Quai Thỏ 30x60,HD Quai Thỏ 30x60,Túi Màng Đơn,Kg,,Purchase,55000,0,0,0,1,1,1,,0,0,300,600,0,0,In lụa,Hàn kín,,,0,0,0,,
TMD-00004,Túi PE Hột Xoài Trắng Sữa 20x30,PE Hột Xoài 20x30,Túi Màng Đơn,Kg,,Purchase,60000,0,0,0,1,1,1,,0,0,200,300,0,0,In lụa,Hàn kín,,,0,0,0,,"Đơn Anh Tùng-MTBC An Hữu 03/08/2026: 40Kg x 60.000đ (thành tiền đơn ghi sai, lấy đơn giá)"
TMD-00005,Túi PE Hột Xoài Trắng Sữa 20x30 (Dày),PE Hột Xoài 20x30 Dày,Túi Màng Đơn,Kg,,Purchase,60000,0,0,0,1,1,1,,0,0,200,300,0,0,In lụa,Hàn kín,,,0,0,0,,
TMD-00006,Túi PE Hột Xoài Trắng Sữa 17x22,PE Hột Xoài 17x22,Túi Màng Đơn,Kg,,Purchase,60000,0,0,0,1,1,1,,0,0,170,220,0,0,In lụa,Hàn kín,,,0,0,0,,
TMD-00007,Túi PE Hột Xoài Trắng Sữa 20x30 (Mỏng),PE Hột Xoài 20x30 Mỏng,Túi Màng Đơn,Kg,,Purchase,60000,0,0,0,1,1,1,,0,0,200,300,0,0,In lụa,Hàn kín,,,0,0,0,,
TMD-00008,Túi PE Hột Xoài Trắng Sữa 30x42,PE Hột Xoài 30x42,Túi Màng Đơn,Kg,,Purchase,50000,0,0,0,1,1,1,,0,0,300,420,0,0,In lụa,Hàn kín,,,0,0,0,,
TMD-00009,Túi PE Hột Xoài Trắng Sữa 20x30 (L2),PE Hột Xoài 20x30 L2,Túi Màng Đơn,Kg,,Purchase,70000,0,0,0,1,1,1,,0,0,200,300,0,0,In lụa,Hàn kín,,,0,0,0,,
TMD-00010,Túi PE Hột Xoài Trắng Sữa 20x30 (L3),PE Hột Xoài 20x30 L3,Túi Màng Đơn,Kg,,Purchase,60000,0,0,0,1,1,1,,0,0,200,300,0,0,In lụa,Hàn kín,,,0,0,0,,
TMD-00011,Túi HD Trắng Sữa Xếp Hông 30x20x30,HD Xếp Hông 30x20x30,Túi Màng Đơn,Kg,,Purchase,54000,0,0,0,1,1,1,,0,0,0,0,0,0,In lụa,Hàn kín,,,0,0,0,,
TMD-00012,Túi HD Trắng Sữa 17x25,HD Trắng Sữa 17x25,Túi Màng Đơn,Kg,,Purchase,54000,0,0,0,1,1,1,,0,0,170,250,0,0,In lụa,Hàn kín,,,0,0,0,,
TMD-00013,Túi HD Trắng Sữa 26x40,HD Trắng Sữa 26x40,Túi Màng Đơn,Kg,,Purchase,54000,0,0,0,1,1,1,,0,0,260,400,0,0,In lụa,Hàn kín,,,0,0,0,,
TMD-00014,Túi PP Trong 32x45 7 Zem,PP 32x45 7 Zem,Túi Màng Đơn,Kg,,Purchase,66000,0,0,0,1,1,1,PP,0,0,320,450,0,0,In lụa,Hàn kín,,,0,0,0,,
TP-00019,TÚI HỒ TIÊU NHẬT QUANG TRỊ 500G,Hồ Tiêu NQT 500G,Túi Màng Ghép Đặt Riêng,Túi,NHAT QUANG TRI,Manufacture,0,0,0,0,1,1,0,PET/PE,0,0,560,180,0,0,In trục ống đồng,Hàn kín,,,0,0,0,,
TP-00020,TÚI ĐỰNG NƯỚC GIẶT 888 3.2KG HƯƠNG PHẤN THƠM,888 3.2kg Phấn Thơm,Túi Màng Ghép Đặt Riêng,Túi,888,Manufacture,5580,0,0,0,1,1,0,PET/PA/LLDPE-Sữa,230,0,280,340,150,0,In trục ống đồng,Vòi 16mm,,,0,0,0,,
TP-00021,TÚI XỐT PHÔ MAI TANZY,Tanzy Xốt Phô Mai,Túi Màng Ghép Đặt Riêng,Túi,TANZY,Manufacture,2100,0,0,0,1,1,0,PET/PA/LLDPE-Sữa,150,0,150,220,110,0,In trục ống đồng,Vòi 10mm,,,0,0,0,,
TP-00022,TÚI NƯỚC GIẶT MINH RÂU TÍM 3.2KG,Minh Râu 3.2kg Tím,Túi Màng Ghép Đặt Riêng,Túi,MINH RÂU,Manufacture,0,0,0,0,1,1,0,PET/PA/PES,210,0,280,340,140,0,In trục ống đồng,Vòi 16mm,TRUC-G4005887,G4005887,780,564,6,KIẾN TÂM,
TP-00023,TÚI NƯỚC GIẶT MINH RÂU HỒNG 3.2KG,Minh Râu 3.2kg Hồng,Túi Màng Ghép Đặt Riêng,Túi,MINH RÂU,Manufacture,0,0,0,0,1,1,0,PET/PA/PES,210,0,280,340,140,0,In trục ống đồng,Vòi 16mm,TRUC-G4005883,G4005883,780,564,6,KIẾN TÂM,
NVL-00024,Màng PET in BABA 3.6KG,PET In BABA,Màng In Ống Đồng,m,BABA,Manufacture,0,0,0,0,1,0,0,,12,800,0,0,0,0,In trục ống đồng,,,,0,0,0,,Đơn IGC 1908/VP26 12 màu khổ in 77.4
NVL-00025,Màng PET in LAMY 2KG,PET In LAMY,Màng In Ống Đồng,m,LAMY,Manufacture,0,0,0,0,1,0,0,,12,700,0,0,0,0,In trục ống đồng,,,,0,0,0,,Đơn đặt Lamy DMH-0225166
NVL-00026,Màng PET in TANZY xốt phô mai,PET In TANZY,Màng In Ống Đồng,m,TANZY,Manufacture,0,0,0,0,1,0,0,,12,560,0,0,0,0,In trục ống đồng,,,,0,0,0,,Đơn IGC 1008/VP26 9 màu khổ in 54
NVL-00027,Màng PET in SOFTY 3L nền tím,PET In SOFTY,Màng In Ống Đồng,m,SOFTY,Manufacture,0,0,0,0,1,0,0,,12,720,0,0,0,0,In trục ống đồng,,,,0,0,0,,Đơn IGC 0508/VP26xE 6 màu khổ in 69.4
NVL-00028,Màng PET in NGCS Đỏ Đam Mê Tím Quyến Rũ,PET NGCS Do Tim,Màng In Ống Đồng,m,,Manufacture,0,0,0,0,1,0,0,,12,800,0,0,0,0,In trục ống đồng,,,,0,0,0,,Đơn IGC 0708/VP26 8 màu khổ in 78 — thay NVL-00010
NVL-00029,Màng PET in NGCS Hồng Đam Mê Xanh Quyến Rũ,PET NGCS Hong Xanh,Màng In Ống Đồng,m,,Manufacture,0,0,0,0,1,0,0,,12,800,0,0,0,0,In trục ống đồng,,,,0,0,0,,Đơn IGC 0708/VP26 8 màu khổ in 78 — thay NVL-00011
NVL-00030,Màng PET in 888 Phấn Thơm,PET In 888 Phấn Thơm,Màng In Ống Đồng,m,888,Manufacture,0,0,0,0,1,0,0,,12,850,0,0,0,0,In trục ống đồng,,,,0,0,0,,Mã kho A01 tồn 12000md
TP-00024,TÚI NHÔM 3 BIÊN 20X30 2 MẶT,Nhôm 20x30 2 Mặt,Túi Màng Ghép Đặt Riêng,Kg,TRƯỜNG AN,Manufacture,66941,0,0,0,1,1,0,PET/PE + PET/AL/PE,170,0,200,300,0,0,In trục ống đồng,Hàn kín,,,0,0,0,,Sổ cọc 14/09 Trường An 1000kg
TP-00025,TÚI NHÔM 3 BIÊN 22X32 2 MẶT,Nhôm 22x32 2 Mặt,Túi Màng Ghép Đặt Riêng,Kg,TRƯỜNG AN,Manufacture,66941,0,0,0,1,1,0,PET/PE + PET/AL/PE,170,0,220,320,0,0,In trục ống đồng,Hàn kín,,,0,0,0,,Sổ cọc 14/09 Trường An 1000kg
TP-00026,TÚI NHÔM 3 BIÊN 25X35 2 MẶT,Nhôm 25x35 2 Mặt,Túi Màng Ghép Đặt Riêng,Kg,TRƯỜNG AN,Manufacture,66941,0,0,0,1,1,0,PET/PE + PET/AL/PE,170,0,250,350,0,0,In trục ống đồng,Hàn kín,,,0,0,0,,Sổ cọc 14/09 Trường An 1000kg
TP-00027,TÚI ĐỰNG HẠT NÊM 220G,Hạt Nêm 220G,Túi Màng Ghép Đặt Riêng,Túi,ENZY,Manufacture,2111,0,0,0,1,1,0,,0,0,170,220,0,0,In trục ống đồng,Hàn kín,,,0,0,0,,Sổ cọc 09/12 Enzy 6000 túi
TP-00028,TÚI ĐỰNG HẠT NÊM 450G,Hạt Nêm 450G,Túi Màng Ghép Đặt Riêng,Túi,ENZY,Manufacture,3037,0,0,0,1,1,0,,0,0,200,260,0,0,In trục ống đồng,Hàn kín,,,0,0,0,,Sổ cọc 09/12 Enzy 5000 túi
TP-00029,TÚI ĐỰNG HẠT NÊM 900G,Hạt Nêm 900G,Túi Màng Ghép Đặt Riêng,Túi,ENZY,Manufacture,3963,0,0,0,1,1,0,,0,0,250,300,0,0,In trục ống đồng,Hàn kín,,,0,0,0,,Sổ cọc 09/12 Enzy 4000 túi
TP-00030,TÚI GIA VỊ RẮC CƠM HẢI SẢN,Gia Vị Rắc Cơm,Túi Màng Ghép Đặt Riêng,Túi,ENZY,Manufacture,1315,0,0,0,1,1,0,,0,0,110,170,0,0,In trục ống đồng,Hàn kín,,,0,0,0,,Sổ cọc 09/12 Enzy 9000 túi
TMD-00015,Túi Cây Đàn PE 700Kg,Túi Cây Đàn 700Kg,Túi Màng Đơn,Kg,,Purchase,75000,0,0,0,1,1,1,,0,0,0,0,0,0,Không in,Hàn kín,,,0,0,0,,Sổ cọc 15/08 JNS 700Kg đã giao còn 200kg
TMD-00016,Túi Nệm PE 50x100,Túi Nệm 50x100,Túi Màng Đơn,Kg,,Purchase,72222,0,0,0,1,1,1,,0,0,500,1000,0,0,Không in,Hàn kín,,,0,0,0,,Sổ cọc 03/09 Phong Nguyên 200Kg đặt Trang Tín
NGCS-00015,TÚI NGCS MIGHTY VÀNG 2 LÍT,NGCS Mighty Vàng,Túi Nước Giặt Có Sẵn (NGCS),Túi,,Manufacture,6700,0,0,0,1,1,0,,0,0,0,0,0,0,In lụa,Hàn kín,,,0,0,0,,Sổ cọc 22/08 Phan Gia Bích 1000 túi — mẫu in MIGHTY dùng chung
TP-00031,TÚI NƯỚC GIẶT XẢ TM GROW 4KG HƯƠNG KB QUAI CẦM,TM Grow 4kg KB,Túi Màng Ghép Đặt Riêng,Túi,TM GROW,Manufacture,0,0,0,0,1,1,0,PET/PA/PE,230,0,290,360,140,0,In trục ống đồng,Hàn kín,,,0,0,0,,Chờ SX T9: GROW 18k/9k/9k
TP-00032,TÚI NƯỚC GIẶT TM GROW 4KG HƯƠNG MH QUAI CẦM,TM Grow 4kg MH,Túi Màng Ghép Đặt Riêng,Túi,TM GROW,Manufacture,0,0,0,0,1,1,0,PET/PA/PE,230,0,290,360,140,0,In trục ống đồng,Hàn kín,,,0,0,0,,Chờ SX T9: GROW 18k/9k/9k
TP-00033,TÚI NƯỚC GIẶT TM GROW 4KG HƯƠNG KS QUAI CẦM,TM Grow 4kg KS,Túi Màng Ghép Đặt Riêng,Túi,TM GROW,Manufacture,0,0,0,0,1,1,0,PET/PA/PE,230,0,290,360,140,0,In trục ống đồng,Hàn kín,,,0,0,0,,Chờ SX T9: GROW 18k/9k/9k
TP-00034,TÚI NƯỚC GIẶT MẸ THÍCH 888 KHỔ IN 830,Mẹ Thích 888,Túi Màng Ghép Đặt Riêng,Túi,888,Manufacture,0,0,0,0,1,1,0,PET/PA/PES,230,0,280,340,150,0,In trục ống đồng,Hàn kín,,,0,0,0,,Chờ SX T9 300k túi khổ màng 850
NVL-00031,PHẾ LIỆU MÁY THỔI PE,Phế Thổi PE,Phế Liệu Thu Hồi,Kg,,Manufacture,0,0,0,0,1,1,0,,0,0,0,0,0,0,,,,,0,0,0,,"Mã kho P01: biên màng, đầu cuộn lỗi máy thổi — cost center máy thổi, bán phế."
NVL-00032,PHẾ LIỆU MÀNG GHÉP,Phế Ghép,Phế Liệu Thu Hồi,Kg,,Manufacture,0,0,0,0,1,1,0,,0,0,0,0,0,0,,,,,0,0,0,,"Mã kho P02: đầu cuộn ghép, màng lỗi khâu ghép — Vạn Phát, bán phế."
TP-00035,TÚI NƯỚC GIẶT FUTA TRUE 3KG,Futa True 3kg,Túi Màng Ghép Đặt Riêng,Túi,,Manufacture,0,0,0,0,1,1,0,,0,0,0,0,0,0,,Hàn kín,,,0,0,0,,"Chờ SX T9: TRANG UYÊN FUTA TRUE 10.000 túi, in không trục, đã cọc; trục TRUC-G4013050 (G4013050, Trang Tín giữ)"
